age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
45,white-collar,married,secondary,no,72,yes,yes,cellular,15,first half,262,2,352,2,no
33,white-collar,single,tertiary,no,61,no,no,cellular,19,second half,836,3,-1,0,yes
38,white-collar,single,secondary,no,173,no,no,cellular,29,second half,150,4,-1,0,no
26,white-collar,single,secondary,yes,-162,yes,no,cellular,15,first half,44,2,-1,0,no
30,white-collar,single,tertiary,no,47,no,yes,cellular,31,second half,11,17,-1,0,no
55,white-collar,divorced,tertiary,no,1983,yes,no,telephone,19,second half,123,1,-1,0,no
60,white-collar,married,secondary,no,2552,no,yes,cellular,30,first half,255,2,2,4,no
36,white-collar,single,tertiary,no,1283,no,no,cellular,18,second half,92,5,-1,0,no
65,other,married,primary,no,2179,yes,no,cellular,4,second half,112,7,-1,0,no
52,blue-collar,married,primary,no,36,no,no,cellular,13,second half,109,2,-1,0,no
55,white-collar,married,secondary,yes,-308,no,no,cellular,2,first half,781,1,-1,0,yes
26,white-collar,single,tertiary,no,1177,no,no,cellular,19,second half,116,1,-1,0,no
40,white-collar,married,primary,no,2077,yes,no,cellular,13,first half,363,1,173,24,no
52,white-collar,married,secondary,no,0,no,no,cellular,7,second half,82,2,-1,0,no
29,white-collar,married,tertiary,no,1,no,no,cellular,18,second half,167,3,-1,0,no
41,blue-collar,married,primary,no,7735,yes,no,cellular,20,second half,220,1,190,1,no
30,white-collar,single,tertiary,no,1922,yes,no,cellular,18,first half,546,1,-1,0,no
28,other,single,secondary,no,153,no,no,cellular,23,second half,1124,2,-1,0,yes
58,white-collar,married,secondary,no,139,no,no,cellular,27,first half,188,1,161,2,no
29,white-collar,single,tertiary,no,21,yes,no,cellular,14,first half,107,4,371,3,no
35,blue-collar,married,secondary,no,444,yes,no,cellular,15,first half,244,3,-1,0,no
26,white-collar,single,secondary,no,209,yes,no,cellular,22,second half,319,2,-1,0,no
34,white-collar,married,secondary,no,5320,no,no,cellular,3,first half,114,6,467,5,no
32,white-collar,married,secondary,no,4885,yes,yes,cellular,18,second half,400,2,-1,0,no
31,white-collar,married,secondary,no,0,yes,yes,cellular,18,second half,79,3,-1,0,no
40,blue-collar,married,secondary,no,6767,yes,no,cellular,20,second half,97,2,-1,0,no
38,white-collar,married,secondary,no,8876,no,no,cellular,2,first half,280,1,75,1,no
59,other,divorced,secondary,no,319,no,no,cellular,24,second half,129,1,-1,0,no
28,other,single,secondary,no,304,no,no,cellular,14,first half,516,1,-1,0,no
31,white-collar,married,secondary,no,0,yes,no,cellular,29,second half,82,5,-1,0,no
35,white-collar,married,secondary,no,670,no,no,cellular,9,second half,378,1,-1,0,no
71,other,married,secondary,no,2850,no,no,cellular,17,first half,185,1,-1,0,yes
30,white-collar,single,primary,no,79,yes,no,cellular,15,first half,317,1,-1,0,no
34,white-collar,single,secondary,no,5039,no,no,cellular,20,second half,205,6,-1,0,no
34,blue-collar,married,secondary,no,360,yes,no,telephone,19,second half,46,1,182,2,no
52,white-collar,married,secondary,no,199,no,no,cellular,28,first half,978,2,189,1,no
33,white-collar,single,secondary,no,238,yes,yes,cellular,5,first half,45,5,-1,0,no
41,white-collar,divorced,secondary,no,1088,yes,no,cellular,28,first half,138,1,-1,0,no
48,blue-collar,married,primary,no,750,yes,no,cellular,18,first half,90,6,-1,0,no
46,blue-collar,married,primary,no,1291,yes,no,cellular,14,first half,142,3,259,17,no
40,white-collar,married,tertiary,no,89,yes,yes,telephone,9,first half,148,6,-1,0,no
32,white-collar,single,secondary,no,0,no,no,cellular,21,second half,126,2,-1,0,no
40,other,married,secondary,no,0,yes,no,cellular,19,second half,332,1,183,1,no
59,other,married,secondary,no,5706,yes,no,cellular,25,second half,471,2,-1,0,no
40,white-collar,married,tertiary,no,7780,no,no,telephone,4,first half,364,1,355,1,no
30,white-collar,married,secondary,no,-559,yes,yes,cellular,7,first half,98,1,167,2,no
25,white-collar,single,tertiary,no,16874,yes,yes,cellular,15,first half,117,2,-1,0,no
58,other,married,primary,no,1987,no,no,telephone,14,second half,185,4,-1,0,no
40,white-collar,married,tertiary,no,642,no,no,cellular,18,second half,147,3,-1,0,no
66,white-collar,single,tertiary,no,6483,no,no,cellular,13,second half,275,1,-1,0,no
47,white-collar,married,tertiary,no,2306,no,no,telephone,6,second half,239,4,-1,0,yes
36,white-collar,single,tertiary,no,-679,yes,yes,cellular,7,first half,172,1,93,1,no
50,blue-collar,married,primary,no,-1,no,no,cellular,19,second half,195,2,-1,0,no
76,other,married,primary,no,2590,no,no,telephone,9,first half,68,12,-1,0,no
58,white-collar,single,tertiary,no,331,no,yes,cellular,28,second half,82,3,-1,0,no
58,white-collar,divorced,secondary,no,462,no,no,cellular,13,second half,495,1,93,1,yes
28,white-collar,single,tertiary,no,0,yes,no,cellular,21,second half,479,1,-1,0,no
41,white-collar,married,secondary,no,0,no,no,cellular,29,second half,141,2,-1,0,no
30,white-collar,married,tertiary,no,151,no,no,cellular,19,second half,82,4,-1,0,no
32,white-collar,divorced,tertiary,no,883,yes,no,cellular,10,second half,798,1,185,5,yes
27,white-collar,single,secondary,no,266,no,yes,cellular,7,second half,232,1,-1,0,no
48,white-collar,married,tertiary,no,0,no,no,cellular,26,second half,60,5,-1,0,no
54,white-collar,married,tertiary,no,3,no,yes,cellular,8,second half,443,1,-1,0,no
34,white-collar,divorced,secondary,no,0,yes,yes,cellular,18,second half,374,16,-1,0,no
43,white-collar,married,secondary,no,136,no,no,cellular,25,second half,363,7,-1,0,yes
32,white-collar,single,tertiary,no,28,no,no,cellular,8,second half,111,2,-1,0,no
33,white-collar,single,tertiary,no,335,no,no,cellular,29,second half,130,4,-1,0,no
44,white-collar,single,tertiary,no,1206,no,no,cellular,9,second half,160,2,-1,0,no
25,white-collar,married,tertiary,no,914,yes,no,cellular,12,first half,185,2,-1,0,no
39,white-collar,married,secondary,no,31,yes,no,cellular,20,second half,61,2,181,4,no
54,white-collar,married,secondary,no,0,no,no,telephone,14,second half,159,2,106,6,no
32,white-collar,single,tertiary,no,347,yes,no,cellular,18,first half,213,1,264,6,no
54,white-collar,married,secondary,no,89,yes,no,cellular,10,second half,140,3,-1,0,no
31,white-collar,married,secondary,no,0,yes,yes,cellular,28,first half,71,1,223,9,no
45,white-collar,married,secondary,no,0,no,yes,cellular,8,second half,47,7,-1,0,no
31,white-collar,single,secondary,no,68,yes,no,cellular,16,first half,570,2,-1,0,no
45,white-collar,married,secondary,no,-149,yes,no,cellular,14,second half,287,2,-1,0,no
33,white-collar,divorced,secondary,no,2411,yes,no,cellular,23,second half,130,1,161,1,yes
46,white-collar,divorced,tertiary,no,225,yes,no,cellular,14,first half,201,1,345,1,no
50,white-collar,married,tertiary,no,112,yes,no,cellular,4,second half,70,5,85,5,no
44,white-collar,divorced,tertiary,no,0,no,no,cellular,22,second half,54,2,-1,0,no
26,blue-collar,single,secondary,no,179,no,no,cellular,30,second half,103,3,-1,0,no
47,white-collar,single,secondary,no,1544,yes,no,cellular,6,first half,104,1,312,1,no
48,blue-collar,married,primary,no,199,no,no,telephone,18,second half,29,2,-1,0,no
30,other,single,tertiary,no,302,no,no,cellular,11,first half,528,3,-1,0,yes
28,white-collar,single,secondary,no,189,yes,no,cellular,31,second half,68,2,-1,0,no
58,other,married,primary,no,565,no,no,telephone,7,second half,876,1,-1,0,yes
37,white-collar,married,tertiary,no,310,no,no,cellular,1,second half,76,1,-1,0,no
39,white-collar,married,secondary,no,6,yes,no,cellular,18,first half,122,3,357,4,no
52,other,married,primary,no,-110,no,yes,cellular,29,first half,141,1,-1,0,no
30,white-collar,single,tertiary,no,6495,no,no,cellular,30,first half,78,3,-1,0,no
39,white-collar,married,secondary,no,-650,no,no,cellular,15,first half,123,2,364,1,no
47,blue-collar,married,primary,no,292,no,yes,telephone,28,second half,210,3,-1,0,no
58,other,married,secondary,no,35,no,no,cellular,29,second half,336,7,-1,0,no
68,other,married,secondary,no,19317,yes,no,cellular,4,second half,249,1,-1,0,yes
49,white-collar,married,tertiary,no,3726,no,no,cellular,5,second half,875,2,-1,0,yes
61,white-collar,divorced,tertiary,no,6610,no,no,cellular,24,first half,481,2,-1,0,yes
36,white-collar,single,secondary,no,319,yes,no,cellular,18,first half,120,2,-1,0,no
31,blue-collar,married,secondary,no,1545,yes,yes,cellular,13,first half,207,1,-1,0,no
51,white-collar,married,tertiary,no,1315,no,no,telephone,5,first half,303,2,-1,0,no
31,white-collar,single,tertiary,no,424,no,no,cellular,21,second half,93,2,-1,0,no
56,blue-collar,married,primary,no,151,no,no,cellular,3,first half,128,1,-1,0,no
30,white-collar,single,tertiary,no,-970,no,yes,cellular,21,second half,194,2,-1,0,no
35,white-collar,married,secondary,no,181,yes,no,cellular,31,second half,5,3,-1,0,no
50,white-collar,married,tertiary,no,78,yes,no,cellular,14,first half,218,3,161,9,no
26,white-collar,married,secondary,no,2469,no,no,cellular,16,second half,136,8,-1,0,no
55,white-collar,married,secondary,no,0,no,no,cellular,19,second half,336,1,-1,0,no
43,blue-collar,divorced,primary,no,328,no,yes,cellular,8,second half,192,1,-1,0,no
34,other,married,tertiary,no,0,no,no,cellular,26,first half,141,1,188,1,no
31,white-collar,married,tertiary,no,1384,yes,no,cellular,30,first half,203,2,2,3,no
32,white-collar,married,tertiary,no,0,no,no,cellular,26,second half,104,9,-1,0,no
44,white-collar,divorced,tertiary,no,0,no,no,cellular,10,second half,71,1,-1,0,no
46,blue-collar,married,secondary,no,-1400,yes,no,telephone,6,first half,309,3,355,4,no
43,blue-collar,married,secondary,no,2160,no,no,cellular,8,second half,261,1,98,1,yes
38,white-collar,married,tertiary,no,3452,no,no,cellular,13,second half,132,2,-1,0,no
27,white-collar,single,secondary,no,842,no,no,cellular,30,second half,273,1,91,1,no
29,white-collar,married,secondary,no,0,yes,no,cellular,28,second half,83,6,-1,0,no
42,blue-collar,single,primary,no,1628,yes,no,cellular,5,first half,119,1,195,8,no
34,white-collar,married,secondary,no,396,yes,no,cellular,16,second half,101,3,-1,0,no
43,white-collar,married,secondary,no,3215,yes,no,cellular,21,second half,228,3,-1,0,no
50,white-collar,married,secondary,no,0,no,no,cellular,7,second half,152,2,-1,0,no
44,blue-collar,married,secondary,no,16178,yes,no,cellular,21,second half,297,1,-1,0,no
36,white-collar,married,tertiary,no,0,no,no,cellular,22,second half,147,2,-1,0,no
27,white-collar,single,tertiary,no,88,no,no,cellular,4,first half,143,1,-1,0,no
70,other,married,secondary,no,1164,no,no,telephone,14,first half,338,3,185,2,no
28,white-collar,single,secondary,no,389,yes,no,cellular,11,first half,15,7,-1,0,no
50,white-collar,divorced,tertiary,no,356,no,no,cellular,8,first half,198,2,358,5,no
71,other,divorced,tertiary,no,261,no,no,cellular,12,second half,1117,2,-1,0,no
31,white-collar,single,secondary,no,757,no,no,cellular,3,first half,343,2,-1,0,no
45,white-collar,single,tertiary,no,16,no,no,cellular,31,second half,59,2,-1,0,no
42,blue-collar,married,secondary,no,-422,no,no,cellular,9,second half,31,1,-1,0,no
45,white-collar,married,secondary,no,248,no,no,cellular,16,second half,212,2,-1,0,no
60,other,divorced,secondary,no,598,no,yes,cellular,8,second half,96,1,-1,0,no
31,white-collar,single,tertiary,no,614,no,no,cellular,11,second half,72,4,-1,0,no
33,blue-collar,married,primary,no,1209,yes,no,cellular,16,first half,700,1,-1,0,no
50,white-collar,married,tertiary,no,202,yes,no,cellular,15,first half,107,1,148,4,no
51,blue-collar,married,secondary,no,1840,yes,no,cellular,18,second half,312,3,-1,0,no
34,white-collar,married,secondary,no,114,yes,yes,cellular,4,first half,153,1,309,3,no
56,white-collar,married,secondary,no,-229,no,yes,cellular,23,second half,55,10,-1,0,no
29,white-collar,married,secondary,no,182,yes,no,telephone,13,first half,38,3,-1,0,no
31,blue-collar,married,secondary,no,401,no,no,cellular,14,second half,96,3,-1,0,no
55,other,married,secondary,no,4194,no,yes,telephone,30,second half,208,3,-1,0,no
36,white-collar,married,tertiary,no,629,yes,yes,cellular,29,second half,109,1,246,1,no
32,white-collar,married,tertiary,no,553,yes,no,cellular,22,second half,72,1,-1,0,no
36,white-collar,divorced,tertiary,no,1057,no,no,cellular,5,first half,383,2,-1,0,no
57,white-collar,married,tertiary,no,929,no,no,cellular,19,second half,387,8,-1,0,no
34,blue-collar,married,primary,no,428,yes,no,cellular,18,first half,59,2,-1,0,no
27,other,single,secondary,no,268,yes,no,cellular,13,first half,528,1,358,2,no
52,white-collar,single,tertiary,no,83,no,no,cellular,26,second half,1223,6,-1,0,yes
58,white-collar,single,secondary,no,2223,no,no,cellular,4,second half,1139,2,114,1,no
39,blue-collar,single,primary,no,6,yes,no,cellular,19,second half,286,2,-1,0,no
48,blue-collar,single,secondary,no,312,yes,yes,cellular,3,first half,369,2,-1,0,no
36,white-collar,single,secondary,no,0,no,no,cellular,13,second half,333,5,-1,0,no
31,white-collar,single,secondary,no,691,yes,no,cellular,8,first half,198,1,-1,0,no
41,white-collar,married,tertiary,no,771,yes,no,cellular,26,second half,106,8,-1,0,no
30,white-collar,single,secondary,no,192,no,no,cellular,22,second half,423,1,-1,0,no
57,other,married,tertiary,no,0,no,no,cellular,12,second half,116,4,-1,0,no
29,white-collar,divorced,secondary,no,84,yes,no,cellular,13,first half,1101,2,-1,0,yes
30,white-collar,single,tertiary,no,2,no,no,cellular,16,first half,102,1,85,1,no
44,white-collar,married,tertiary,no,1242,yes,no,cellular,6,second half,384,6,-1,0,no
56,white-collar,divorced,secondary,no,3337,yes,no,telephone,17,second half,99,3,-1,0,no
26,white-collar,single,secondary,no,1347,no,no,telephone,18,first half,280,6,92,5,yes
52,white-collar,married,secondary,no,64,no,no,telephone,29,second half,20,2,-1,0,no
36,white-collar,single,secondary,no,0,no,no,cellular,29,second half,85,6,-1,0,no
34,white-collar,married,secondary,no,351,yes,no,cellular,18,second half,467,1,-1,0,no
26,white-collar,single,secondary,no,5533,yes,no,cellular,7,first half,582,2,283,4,no
32,white-collar,married,secondary,no,38,yes,no,cellular,15,first half,744,1,-1,0,yes
30,white-collar,single,tertiary,yes,35,no,no,cellular,30,second half,185,4,-1,0,no
27,white-collar,single,secondary,no,235,yes,no,cellular,12,first half,13,5,-1,0,no
42,white-collar,single,secondary,no,30,yes,no,cellular,4,first half,98,1,266,3,no
45,blue-collar,married,secondary,no,4022,yes,no,cellular,29,first half,244,3,-1,0,no
39,white-collar,single,tertiary,no,0,yes,no,cellular,12,first half,561,4,369,3,no
33,white-collar,single,tertiary,no,349,no,no,cellular,22,second half,182,1,-1,0,no
47,white-collar,married,secondary,no,2322,no,no,cellular,22,second half,618,1,-1,0,no
46,white-collar,divorced,secondary,no,558,no,no,cellular,19,second half,126,6,-1,0,no
31,white-collar,married,secondary,no,-230,yes,yes,cellular,16,second half,715,1,-1,0,no
43,other,divorced,secondary,no,4094,yes,no,cellular,21,second half,63,1,-1,0,no
43,white-collar,divorced,tertiary,no,497,no,no,cellular,13,first half,66,1,363,22,no
42,blue-collar,married,secondary,no,179,yes,no,cellular,17,second half,96,1,-1,0,no
30,white-collar,single,tertiary,no,305,no,no,cellular,30,first half,633,1,85,2,yes
29,blue-collar,single,secondary,no,770,yes,no,cellular,17,first half,341,1,-1,0,no
29,white-collar,married,tertiary,no,858,yes,no,cellular,12,first half,234,7,330,1,no
80,other,married,primary,no,0,no,no,cellular,23,first half,639,1,189,1,yes
38,white-collar,single,tertiary,no,5244,no,no,cellular,8,second half,310,4,-1,0,no
38,white-collar,married,tertiary,no,846,no,no,cellular,2,first half,253,1,-1,0,no
44,white-collar,married,secondary,yes,0,yes,no,cellular,11,second half,96,2,-1,0,no
31,white-collar,married,tertiary,no,1331,no,no,cellular,30,first half,297,1,86,3,yes
57,white-collar,divorced,primary,no,179,yes,no,cellular,15,first half,67,1,368,2,no
50,blue-collar,married,secondary,no,253,yes,yes,cellular,5,first half,475,2,-1,0,no
60,other,married,primary,no,71188,no,no,cellular,6,second half,205,1,-1,0,no
51,white-collar,married,tertiary,no,5108,yes,no,cellular,8,second half,272,1,102,8,no
48,blue-collar,married,secondary,no,1738,yes,no,cellular,15,first half,349,1,-1,0,no
42,blue-collar,married,primary,no,-97,yes,no,cellular,3,first half,216,4,271,5,no
36,blue-collar,married,secondary,no,199,yes,no,cellular,9,second half,183,1,-1,0,no
43,white-collar,married,tertiary,no,489,yes,no,cellular,8,first half,130,1,172,2,no
35,white-collar,divorced,tertiary,no,473,no,yes,cellular,5,second half,37,2,-1,0,no
44,white-collar,married,secondary,no,6649,yes,no,cellular,19,second half,354,2,-1,0,no
34,white-collar,married,tertiary,no,263,no,no,cellular,4,first half,203,1,78,8,no
32,blue-collar,married,secondary,no,119,no,no,cellular,4,first half,20,5,-1,0,no
35,white-collar,divorced,tertiary,no,434,yes,no,cellular,11,first half,277,1,271,2,no
59,white-collar,married,tertiary,no,1585,no,no,telephone,28,second half,91,5,-1,0,no
49,white-collar,single,tertiary,no,588,no,no,cellular,28,second half,70,9,-1,0,no
51,white-collar,married,secondary,no,3180,yes,no,cellular,9,second half,384,1,-1,0,no
32,white-collar,single,secondary,no,152,yes,no,cellular,25,first half,158,2,-1,0,yes
37,other,divorced,secondary,no,1040,yes,no,cellular,13,first half,199,1,173,2,no
34,white-collar,single,secondary,no,475,yes,no,cellular,29,second half,538,8,-1,0,no
53,white-collar,married,secondary,no,0,no,no,cellular,22,second half,77,9,-1,0,no
42,white-collar,married,primary,no,149,no,no,cellular,20,second half,94,2,-1,0,no
52,other,married,secondary,no,424,no,no,cellular,19,second half,143,1,154,3,no
34,blue-collar,single,secondary,no,79,no,yes,cellular,20,second half,104,1,-1,0,no
34,white-collar,divorced,tertiary,no,674,yes,no,cellular,7,second half,587,2,-1,0,yes
27,white-collar,married,secondary,no,0,yes,no,cellular,22,second half,1608,13,-1,0,yes
43,other,married,tertiary,no,58,yes,no,cellular,9,first half,48,4,-1,0,no
41,white-collar,married,tertiary,no,532,yes,no,cellular,9,second half,74,1,-1,0,no
72,other,married,secondary,no,4130,no,no,cellular,12,second half,427,1,-1,0,no
35,blue-collar,married,primary,no,422,yes,no,cellular,14,first half,73,1,-1,0,no
36,blue-collar,divorced,primary,no,-308,yes,no,cellular,12,first half,725,1,-1,0,yes
51,other,married,primary,no,30,yes,no,cellular,14,second half,333,2,-1,0,no
37,white-collar,married,tertiary,no,137,no,no,cellular,13,second half,244,6,-1,0,no
42,white-collar,single,secondary,no,-247,yes,yes,telephone,21,second half,519,1,166,1,yes
26,white-collar,single,secondary,no,321,yes,no,cellular,22,second half,242,7,-1,0,no
23,white-collar,single,secondary,no,250,yes,no,cellular,18,first half,222,1,-1,0,no
50,white-collar,married,tertiary,no,-470,yes,no,cellular,19,second half,130,2,160,1,no
37,blue-collar,married,secondary,no,140,yes,yes,cellular,7,first half,490,1,-1,0,no
35,white-collar,married,tertiary,no,2793,no,no,cellular,20,second half,258,2,-1,0,no
37,white-collar,married,tertiary,no,410,no,no,cellular,29,first half,337,2,-1,0,no
39,white-collar,married,secondary,no,116,no,no,cellular,24,second half,79,2,94,2,no
47,white-collar,married,secondary,no,0,yes,no,telephone,9,second half,250,1,-1,0,no
44,blue-collar,married,secondary,no,878,yes,no,cellular,2,first half,130,1,-1,0,no
36,white-collar,single,tertiary,no,2944,no,no,cellular,18,second half,882,8,-1,0,yes
33,blue-collar,single,secondary,no,3975,yes,yes,cellular,17,first half,515,1,150,1,no
42,white-collar,married,secondary,no,96,yes,no,cellular,5,first half,238,3,340,2,no
35,white-collar,single,tertiary,no,2288,no,no,telephone,28,first half,32,2,-1,0,no
33,blue-collar,married,secondary,no,137,no,yes,cellular,18,second half,305,12,-1,0,no
31,other,married,secondary,no,24,yes,no,cellular,19,second half,631,1,-1,0,no
55,white-collar,divorced,secondary,no,3450,no,no,cellular,10,first half,169,1,183,1,yes
38,white-collar,single,secondary,no,311,yes,no,cellular,28,first half,61,2,-1,0,no
55,other,married,secondary,no,139,no,no,cellular,22,second half,256,2,-1,0,no
46,white-collar,single,tertiary,no,334,yes,no,telephone,4,first half,36,6,90,2,no
61,white-collar,married,tertiary,no,997,no,no,cellular,10,first half,106,1,-1,0,yes
47,white-collar,single,tertiary,no,440,no,no,cellular,21,second half,71,4,-1,0,no
34,white-collar,married,secondary,no,47,no,no,cellular,25,second half,132,6,-1,0,no
41,white-collar,divorced,tertiary,no,3355,no,no,cellular,14,second half,181,2,500,1,no
35,white-collar,married,tertiary,no,8,no,no,cellular,23,first half,93,3,-1,0,yes
26,white-collar,single,tertiary,no,170,no,no,cellular,15,first half,129,1,-1,0,yes
58,white-collar,married,primary,no,2769,yes,no,cellular,11,second half,94,2,-1,0,no
50,blue-collar,married,secondary,no,2320,yes,no,cellular,7,first half,310,1,-1,0,no
61,other,married,secondary,no,76,yes,no,cellular,15,second half,195,7,-1,0,no
74,other,married,secondary,no,921,no,no,telephone,17,first half,394,2,-1,0,yes
53,blue-collar,married,secondary,no,483,yes,no,cellular,3,first half,288,3,-1,0,no
46,white-collar,married,secondary,no,390,yes,no,cellular,31,second half,208,2,-1,0,no
47,white-collar,married,tertiary,no,0,no,no,cellular,27,second half,508,1,-1,0,yes
42,blue-collar,single,primary,no,92,no,no,cellular,30,second half,86,2,-1,0,no
56,white-collar,married,secondary,no,22196,yes,no,cellular,21,second half,189,1,-1,0,no
49,other,married,primary,no,249,yes,no,cellular,21,second half,450,1,-1,0,no
66,other,married,primary,no,206,no,no,cellular,9,first half,479,1,-1,0,yes
30,white-collar,single,tertiary,no,2325,no,no,cellular,5,first half,270,3,241,4,no
38,white-collar,single,tertiary,no,0,no,no,cellular,24,second half,164,1,-1,0,no
31,blue-collar,married,secondary,no,1664,yes,no,cellular,20,first half,158,1,182,1,no
32,white-collar,married,secondary,no,3333,no,no,cellular,8,second half,50,4,-1,0,no
48,white-collar,married,secondary,no,7020,no,no,cellular,6,second half,80,2,-1,0,no
34,white-collar,married,tertiary,no,37,no,no,cellular,6,first half,45,1,-1,0,no
28,other,single,secondary,no,28,no,no,cellular,29,first half,220,2,-1,0,no
25,white-collar,single,secondary,no,2157,yes,no,cellular,21,second half,339,1,-1,0,no
35,white-collar,single,secondary,no,1732,no,no,telephone,21,second half,1441,3,-1,0,no
31,white-collar,married,tertiary,no,623,yes,no,cellular,13,first half,96,2,349,5,no
32,white-collar,married,secondary,no,3540,yes,no,cellular,18,first half,213,1,178,1,no
33,white-collar,married,secondary,no,95,yes,no,cellular,30,first half,335,1,-1,0,yes
53,white-collar,divorced,secondary,no,765,yes,no,cellular,14,first half,959,3,174,7,yes
46,white-collar,divorced,secondary,no,-824,yes,no,cellular,7,second half,429,3,-1,0,yes
28,white-collar,single,tertiary,no,5549,no,no,cellular,28,second half,383,6,-1,0,no
32,white-collar,married,secondary,yes,4,yes,yes,cellular,25,second half,132,8,-1,0,no
51,white-collar,married,secondary,no,423,yes,yes,cellular,16,second half,95,1,-1,0,no
51,white-collar,married,tertiary,no,-892,yes,yes,cellular,14,second half,248,2,-1,0,no
34,white-collar,single,tertiary,no,8038,yes,no,cellular,20,first half,29,3,152,1,no
47,white-collar,divorced,secondary,no,1139,yes,no,cellular,11,second half,106,2,-1,0,no
36,white-collar,married,secondary,no,189,yes,no,cellular,19,second half,136,1,120,1,no
29,other,single,tertiary,no,19,no,no,cellular,5,first half,110,2,64,2,yes
39,white-collar,married,secondary,no,3663,no,no,cellular,11,second half,230,3,-1,0,no
51,white-collar,divorced,secondary,no,2323,yes,yes,cellular,18,second half,151,10,-1,0,no
48,blue-collar,married,secondary,no,425,yes,no,telephone,9,second half,693,2,-1,0,no
32,white-collar,married,secondary,no,5122,no,no,cellular,13,second half,31,1,-1,0,no
36,white-collar,divorced,tertiary,no,608,no,no,cellular,26,second half,125,2,-1,0,no
39,white-collar,married,secondary,no,607,yes,no,cellular,12,first half,454,2,364,3,yes
49,white-collar,married,secondary,no,381,no,no,cellular,5,second half,504,2,-1,0,no
33,other,divorced,secondary,no,385,no,no,telephone,27,second half,29,28,-1,0,no
26,white-collar,single,tertiary,no,1274,yes,no,cellular,1,first half,190,1,84,1,no
51,blue-collar,married,primary,no,377,yes,no,telephone,3,first half,143,4,272,1,no
26,white-collar,single,secondary,no,802,no,no,cellular,30,first half,77,1,2,2,no
45,white-collar,married,secondary,no,194,no,no,cellular,31,second half,517,4,-1,0,no
54,white-collar,married,secondary,no,-315,no,yes,cellular,10,second half,2029,1,-1,0,yes
49,white-collar,married,tertiary,no,1843,yes,no,cellular,25,first half,269,1,-1,0,no
47,white-collar,married,secondary,no,-9,no,no,cellular,14,second half,457,2,-1,0,no
42,other,married,primary,no,83,no,yes,cellular,7,second half,184,1,-1,0,no
50,white-collar,married,tertiary,no,433,yes,no,cellular,18,first half,47,4,-1,0,no
54,blue-collar,married,primary,no,4503,no,no,telephone,21,second half,168,3,-1,0,no
40,white-collar,married,secondary,no,51,yes,no,cellular,11,first half,50,1,-1,0,no
50,white-collar,married,secondary,no,961,no,yes,cellular,14,second half,757,4,-1,0,no
57,other,married,secondary,no,49,yes,yes,cellular,25,second half,93,4,-1,0,no
33,white-collar,married,secondary,no,3470,no,no,cellular,11,second half,285,2,-1,0,no
49,white-collar,married,secondary,no,-147,yes,no,cellular,20,first half,390,1,-1,0,no
35,white-collar,married,secondary,no,0,yes,no,cellular,18,first half,146,2,-1,0,no
58,white-collar,married,tertiary,no,172,no,no,cellular,19,second half,145,7,-1,0,no
31,white-collar,single,secondary,no,-407,no,yes,cellular,7,second half,230,1,-1,0,no
36,white-collar,divorced,tertiary,no,649,no,no,cellular,16,second half,237,2,91,1,no
49,blue-collar,single,primary,no,1040,no,no,cellular,8,second half,474,2,-1,0,no
29,white-collar,single,secondary,no,209,yes,no,cellular,28,second half,487,7,-1,0,no
26,other,single,tertiary,no,294,no,no,cellular,5,first half,87,1,91,2,yes
27,other,married,secondary,no,4848,yes,yes,telephone,23,second half,82,3,-1,0,no
32,blue-collar,single,secondary,no,1670,yes,no,cellular,18,first half,183,1,-1,0,no
25,white-collar,single,tertiary,no,1420,no,no,cellular,8,first half,124,2,-1,0,no
44,white-collar,single,secondary,no,1679,no,no,telephone,20,second half,718,1,-1,0,yes
38,white-collar,married,tertiary,no,1198,yes,no,cellular,2,first half,63,1,-1,0,no
57,white-collar,married,secondary,no,169,no,no,cellular,14,second half,180,1,106,2,no
36,white-collar,married,tertiary,no,506,no,no,cellular,25,second half,47,1,120,1,no
41,white-collar,married,secondary,no,1249,yes,no,cellular,9,second half,391,1,-1,0,no
27,white-collar,single,tertiary,no,212,yes,no,cellular,15,first half,373,1,-1,0,no
37,white-collar,divorced,secondary,no,23,no,no,cellular,20,second half,289,2,-1,0,no
47,white-collar,single,tertiary,no,4402,no,no,telephone,10,second half,805,1,190,1,yes
31,white-collar,divorced,primary,no,459,yes,no,cellular,7,first half,623,1,293,1,yes
38,white-collar,single,tertiary,no,0,yes,no,cellular,17,second half,213,2,-1,0,no
31,white-collar,married,secondary,no,3706,yes,no,cellular,20,second half,129,1,-1,0,no
36,blue-collar,married,primary,no,1177,no,no,cellular,15,first half,330,1,311,4,yes
29,white-collar,single,tertiary,no,3357,no,no,cellular,21,second half,120,3,-1,0,no
55,blue-collar,married,secondary,no,1011,yes,no,cellular,12,second half,112,2,-1,0,no
36,white-collar,married,tertiary,no,1318,yes,no,cellular,7,second half,100,2,-1,0,no
36,white-collar,married,tertiary,no,167,yes,no,cellular,28,first half,57,1,-1,0,no
42,white-collar,married,tertiary,no,2187,yes,no,cellular,17,second half,525,3,-1,0,yes
49,white-collar,married,secondary,no,14440,yes,no,cellular,21,second half,60,1,-1,0,no
48,white-collar,married,primary,no,2537,no,no,cellular,26,second half,219,6,-1,0,no
